files_num,best_flair_images,best_t1w_images,best_t1wce_images,best_t2w_images
124,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00124/FLAIR/Image-11.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00124/T1w/Image-11.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00124/T1wCE/Image-11.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00124/T2w/Image-11.dcm
111,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00111/FLAIR/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00111/T1w/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00111/T1wCE/Image-77.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00111/T2w/Image-12.dcm
802,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00802/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00802/T1w/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00802/T1wCE/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00802/T2w/Image-16.dcm
791,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00791/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00791/T1w/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00791/T1wCE/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00791/T2w/Image-15.dcm
117,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00117/FLAIR/Image-28.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00117/T1w/Image-86.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00117/T1wCE/Image-86.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00117/T2w/Image-29.dcm
404,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00404/FLAIR/Image-33.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00404/T1w/Image-105.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00404/T1wCE/Image-90.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00404/T2w/Image-33.dcm
290,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00290/FLAIR/Image-30.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00290/T1w/Image-93.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00290/T1wCE/Image-101.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00290/T2w/Image-37.dcm
744,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00744/FLAIR/Image-74.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00744/T1w/Image-87.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00744/T1wCE/Image-88.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00744/T2w/Image-197.dcm
590,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00590/FLAIR/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00590/T1w/Image-66.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00590/T1wCE/Image-66.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00590/T2w/Image-15.dcm
6,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00006/FLAIR/Image-458.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00006/T1w/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00006/T1wCE/Image-46.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00006/T2w/Image-214.dcm
840,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00840/FLAIR/Image-37.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00840/T1w/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00840/T1wCE/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00840/T2w/Image-39.dcm
310,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00310/FLAIR/Image-34.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00310/T1w/Image-125.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00310/T1wCE/Image-111.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00310/T2w/Image-39.dcm
155,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00155/FLAIR/Image-28.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00155/T1w/Image-117.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00155/T1wCE/Image-116.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00155/T2w/Image-37.dcm
149,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00149/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00149/T1w/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00149/T1wCE/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00149/T2w/Image-14.dcm
706,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00706/FLAIR/Image-64.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00706/T1w/Image-89.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00706/T1wCE/Image-84.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00706/T2w/Image-84.dcm
485,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00485/FLAIR/Image-62.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00485/T1w/Image-90.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00485/T1wCE/Image-89.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00485/T2w/Image-192.dcm
285,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00285/FLAIR/Image-31.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00285/T1w/Image-105.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00285/T1wCE/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00285/T2w/Image-37.dcm
9,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00009/FLAIR/Image-144.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00009/T1w/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00009/T1wCE/Image-191.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00009/T2w/Image-143.dcm
998,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00998/FLAIR/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00998/T1w/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00998/T1wCE/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00998/T2w/Image-19.dcm
237,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00237/FLAIR/Image-32.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00237/T1w/Image-111.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00237/T1wCE/Image-109.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00237/T2w/Image-30.dcm
468,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00468/FLAIR/Image-94.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00468/T1w/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00468/T1wCE/Image-98.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00468/T2w/Image-84.dcm
707,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00707/FLAIR/Image-214.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00707/T1w/Image-94.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00707/T1wCE/Image-97.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00707/T2w/Image-129.dcm
321,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00321/FLAIR/Image-27.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00321/T1w/Image-92.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00321/T1wCE/Image-92.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00321/T2w/Image-34.dcm
567,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00567/FLAIR/Image-32.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00567/T1w/Image-75.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00567/T1wCE/Image-74.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00567/T2w/Image-54.dcm
49,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00049/FLAIR/Image-152.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00049/T1w/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00049/T1wCE/Image-59.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00049/T2w/Image-130.dcm
283,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00283/FLAIR/Image-38.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00283/T1w/Image-121.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00283/T1wCE/Image-120.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00283/T2w/Image-39.dcm
469,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00469/FLAIR/Image-67.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00469/T1w/Image-20.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00469/T1wCE/Image-79.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00469/T2w/Image-224.dcm
204,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00204/FLAIR/Image-27.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00204/T1w/Image-86.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00204/T1wCE/Image-80.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00204/T2w/Image-23.dcm
433,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00433/FLAIR/Image-37.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00433/T1w/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00433/T1wCE/Image-117.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00433/T2w/Image-34.dcm
823,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00823/FLAIR/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00823/T1w/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00823/T1wCE/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00823/T2w/Image-17.dcm
352,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00352/FLAIR/Image-32.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00352/T1w/Image-112.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00352/T1wCE/Image-109.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00352/T2w/Image-32.dcm
636,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00636/FLAIR/Image-69.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00636/T1w/Image-107.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00636/T1wCE/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00636/T2w/Image-209.dcm
663,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00663/FLAIR/Image-66.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00663/T1w/Image-91.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00663/T1wCE/Image-87.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00663/T2w/Image-172.dcm
675,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00675/FLAIR/Image-60.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00675/T1w/Image-85.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00675/T1wCE/Image-86.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00675/T2w/Image-200.dcm
579,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00579/FLAIR/Image-35.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00579/T1w/Image-75.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00579/T1wCE/Image-75.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00579/T2w/Image-53.dcm
682,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00682/FLAIR/Image-78.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00682/T1w/Image-77.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00682/T1wCE/Image-75.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00682/T2w/Image-104.dcm
266,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00266/FLAIR/Image-28.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00266/T1w/Image-113.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00266/T1wCE/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00266/T2w/Image-18.dcm
353,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00353/FLAIR/Image-38.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00353/T1w/Image-80.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00353/T1wCE/Image-119.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00353/T2w/Image-37.dcm
611,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00611/FLAIR/Image-66.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00611/T1w/Image-108.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00611/T1wCE/Image-108.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00611/T2w/Image-179.dcm
169,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00169/FLAIR/Image-28.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00169/T1w/Image-95.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00169/T1wCE/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00169/T2w/Image-20.dcm
733,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00733/FLAIR/Image-66.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00733/T1w/Image-67.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00733/T1wCE/Image-57.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00733/T2w/Image-100.dcm
406,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00406/FLAIR/Image-34.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00406/T1w/Image-126.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00406/T1wCE/Image-114.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00406/T2w/Image-39.dcm
165,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00165/FLAIR/Image-36.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00165/T1w/Image-95.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00165/T1wCE/Image-96.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00165/T2w/Image-35.dcm
757,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00757/FLAIR/Image-59.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00757/T1w/Image-79.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00757/T1wCE/Image-78.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00757/T2w/Image-187.dcm
499,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00499/FLAIR/Image-148.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00499/T1w/Image-109.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00499/T1wCE/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00499/T2w/Image-208.dcm
106,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00106/FLAIR/Image-10.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00106/T1w/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00106/T1wCE/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00106/T2w/Image-12.dcm
328,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00328/FLAIR/Image-30.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00328/T1w/Image-123.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00328/T1wCE/Image-100.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00328/T2w/Image-32.dcm
443,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00443/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00443/T1w/Image-11.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00443/T1wCE/Image-68.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00443/T2w/Image-13.dcm
107,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00107/FLAIR/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00107/T1w/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00107/T1wCE/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00107/T2w/Image-30.dcm
271,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00271/FLAIR/Image-37.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00271/T1w/Image-107.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00271/T1wCE/Image-116.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00271/T2w/Image-38.dcm
102,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00102/FLAIR/Image-10.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00102/T1w/Image-11.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00102/T1wCE/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00102/T2w/Image-15.dcm
90,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00090/FLAIR/Image-77.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00090/T1w/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00090/T1wCE/Image-164.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00090/T2w/Image-247.dcm
705,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00705/FLAIR/Image-121.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00705/T1w/Image-64.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00705/T1wCE/Image-155.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00705/T2w/Image-210.dcm
440,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00440/FLAIR/Image-28.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00440/T1w/Image-119.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00440/T1wCE/Image-128.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00440/T2w/Image-31.dcm
442,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00442/FLAIR/Image-20.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00442/T1w/Image-119.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00442/T1wCE/Image-117.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00442/T2w/Image-47.dcm
377,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00377/FLAIR/Image-37.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00377/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00377/T1wCE/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00377/T2w/Image-20.dcm
3,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00003/FLAIR/Image-444.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00003/T1w/Image-20.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00003/T1wCE/Image-55.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00003/T2w/Image-199.dcm
116,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00116/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00116/T1w/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00116/T1wCE/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00116/T2w/Image-15.dcm
572,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00572/FLAIR/Image-32.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00572/T1w/Image-9.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00572/T1wCE/Image-75.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00572/T2w/Image-51.dcm
621,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00621/FLAIR/Image-68.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00621/T1w/Image-89.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00621/T1wCE/Image-86.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00621/T2w/Image-220.dcm
808,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00808/FLAIR/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00808/T1w/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00808/T1wCE/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00808/T2w/Image-17.dcm
84,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00084/FLAIR/Image-184.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00084/T1w/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00084/T1wCE/Image-70.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00084/T2w/Image-177.dcm
112,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00112/FLAIR/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00112/T1w/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00112/T1wCE/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00112/T2w/Image-14.dcm
120,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00120/FLAIR/Image-29.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00120/T1w/Image-31.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00120/T1wCE/Image-30.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00120/T2w/Image-62.dcm
576,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00576/FLAIR/Image-24.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00576/T1w/Image-71.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00576/T1wCE/Image-20.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00576/T2w/Image-46.dcm
750,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00750/FLAIR/Image-64.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00750/T1w/Image-96.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00750/T1wCE/Image-96.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00750/T2w/Image-183.dcm
48,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00048/FLAIR/Image-64.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00048/T1w/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00048/T1wCE/Image-197.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00048/T2w/Image-230.dcm
736,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00736/FLAIR/Image-68.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00736/T1w/Image-84.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00736/T1wCE/Image-82.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00736/T2w/Image-226.dcm
739,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00739/FLAIR/Image-80.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00739/T1w/Image-97.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00739/T1wCE/Image-99.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00739/T2w/Image-162.dcm
325,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00325/FLAIR/Image-30.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00325/T1w/Image-21.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00325/T1wCE/Image-107.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00325/T2w/Image-20.dcm
517,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00517/FLAIR/Image-69.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00517/T1w/Image-20.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00517/T1wCE/Image-61.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00517/T2w/Image-257.dcm
735,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00735/FLAIR/Image-63.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00735/T1w/Image-119.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00735/T1wCE/Image-119.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00735/T2w/Image-205.dcm
87,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00087/FLAIR/Image-153.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00087/T1w/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00087/T1wCE/Image-50.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00087/T2w/Image-229.dcm
